Report Number,Offense Parent Group,Offense,MCPP,Longitude,Latitude
2020-322534,ASSAULT OFFENSES,Intimidation,HIGH POINT,-122.3629755,47.55281977
2020-322571,ASSAULT OFFENSES,Intimidation,SANDPOINT,-122.2622281,47.67889074
2020-322647,ASSAULT OFFENSES,Intimidation,BITTERLAKE,-122.3477718,47.73167696
2020-322691,ASSAULT OFFENSES,Aggravated Assault,SOUTH DELRIDGE,-122.3578464,47.51827906
2020-322723,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3159013,47.71581057
2020-322759,ASSAULT OFFENSES,Intimidation,SODO,0,0
2020-322779,ASSAULT OFFENSES,Intimidation,HIGHLAND PARK,-122.3610149,47.53855079
2020-322798,ASSAULT OFFENSES,Intimidation,BALLARD SOUTH,-122.3673974,47.66569311
2020-322924,ASSAULT OFFENSES,Aggravated Assault,UNKNOWN,0,0
2020-322926,ASSAULT OFFENSES,Aggravated Assault,CLAREMONT/RAINIER VISTA,-122.2929052,47.57147529
2020-323000,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3227247,47.60837491
2020-323040,ASSAULT OFFENSES,Intimidation,MOUNT BAKER,-122.3016227,47.58590522
2020-323053,ASSAULT OFFENSES,Aggravated Assault,NORTHGATE,-122.3445607,47.6938234
2020-323084,ASSAULT OFFENSES,Aggravated Assault,PIONEER SQUARE,-122.3341801,47.60130276
2020-323106,ASSAULT OFFENSES,Intimidation,QUEEN ANNE,-122.3501821,47.62456711
2020-323112,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3135197,47.60168757
2020-323202,ASSAULT OFFENSES,Aggravated Assault,FIRST HILL,-122.3223987,47.60801798
2020-323262,ASSAULT OFFENSES,Simple Assault,BALLARD SOUTH,-122.3808735,47.66794819
2020-323269,ASSAULT OFFENSES,Aggravated Assault,MORGAN,-122.3850841,47.54665489
2020-323304,ASSAULT OFFENSES,Intimidation,ROOSEVELT/RAVENNA,-122.3119371,47.67614527
2020-323312,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3165249,47.66220623
2020-323468,ASSAULT OFFENSES,Intimidation,LAKECITY,-122.2927534,47.71830389
2020-323486,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3239441,47.61522807
2020-323503,ASSAULT OFFENSES,Aggravated Assault,JUDKINS PARK/NORTH BEACON HILL,-122.3102711,47.59961758
2020-323554,ASSAULT OFFENSES,Intimidation,NORTH BEACON HILL,-122.3147187,47.58024753
2020-323690,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3328115,47.60514239
2020-323710,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.338303,47.61262607
2020-323805,ASSAULT OFFENSES,Simple Assault,CHINATOWN/INTERNATIONAL DISTRICT,0,0
2020-323833,ASSAULT OFFENSES,Simple Assault,CHINATOWN/INTERNATIONAL DISTRICT,0,0
2020-323860,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3312436,47.6067848
2020-323905,ASSAULT OFFENSES,Simple Assault,MADRONA/LESCHI,-122.299059,47.59376161
2020-323963,ASSAULT OFFENSES,Intimidation,BELLTOWN,0,0
2020-324049,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.331689,47.61230297
2020-324062,ASSAULT OFFENSES,Aggravated Assault,NORTH BEACON HILL,-122.3034131,47.57192258
2020-324109,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3329965,47.62254475
2020-324127,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3359758,47.60776318
2020-324128,ASSAULT OFFENSES,Aggravated Assault,UNIVERSITY,-122.319383,47.67221694
2020-324157,ASSAULT OFFENSES,Aggravated Assault,NORTH DELRIDGE,-122.3596405,47.54471478
2020-324171,ASSAULT OFFENSES,Intimidation,ROOSEVELT/RAVENNA,-122.3190221,47.67584346
2020-324175,ASSAULT OFFENSES,Aggravated Assault,JUDKINS PARK/NORTH BEACON HILL,-122.3022349,47.59980121
2020-324184,ASSAULT OFFENSES,Aggravated Assault,NORTHGATE,-122.3326533,47.7086545
2020-324291,ASSAULT OFFENSES,Aggravated Assault,QUEEN ANNE,-122.3554039,47.62457825
2020-324325,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3520282,47.61663608
2020-324348,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3273465,47.6140913
2020-324384,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3325828,47.60573106
2020-324403,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.3454439,47.61508874
2020-324411,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3231642,47.70450198
2020-324441,ASSAULT OFFENSES,Simple Assault,GREENWOOD,-122.345966,47.69871766
2020-324467,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.3393827,47.61267823
2020-324509,ASSAULT OFFENSES,Intimidation,ALASKA JUNCTION,-122.3800865,47.56742804
2020-324516,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3761541,47.63965592
2020-324521,ASSAULT OFFENSES,Intimidation,QUEEN ANNE,-122.3414718,47.63627904
2020-324540,ASSAULT OFFENSES,Intimidation,BRIGHTON/DUNLAP,-122.2802566,47.52853235
2020-324568,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,0,0
2020-324596,ASSAULT OFFENSES,Aggravated Assault,FREMONT,-122.3473354,47.65981242
2020-324676,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3649866,47.63685687
2020-324757,ASSAULT OFFENSES,Intimidation,BELLTOWN,-122.3501117,47.61491692
2020-324761,ASSAULT OFFENSES,Aggravated Assault,BALLARD SOUTH,-122.3749015,47.66866614
2020-324783,ASSAULT OFFENSES,Intimidation,BELLTOWN,-122.3483551,47.61563755
2020-324791,ASSAULT OFFENSES,Simple Assault,GENESEE,-122.2870307,47.56410439
2020-324814,ASSAULT OFFENSES,Aggravated Assault,NORTHGATE,0,0
2020-324821,ASSAULT OFFENSES,Aggravated Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3263705,47.59667627
2020-324915,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3234077,47.71313906
2020-324995,ASSAULT OFFENSES,Aggravated Assault,BALLARD SOUTH,-122.3847431,47.67054766
2020-325005,ASSAULT OFFENSES,Aggravated Assault,UNIVERSITY,-122.3207029,47.66495773
2020-325008,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3263468,47.60981959
2020-325115,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3312087,47.617225
2020-325171,ASSAULT OFFENSES,Intimidation,MORGAN,-122.3872746,47.53940613
2020-325232,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.363764,47.63133223
2020-325236,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3198978,47.62369642
2020-325236,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3209333,47.62369897
2020-325238,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3362056,47.7068541
2020-325304,ASSAULT OFFENSES,Aggravated Assault,MOUNT BAKER,-122.2932206,47.5738406
2020-325368,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3349346,47.60326856
2020-325392,ASSAULT OFFENSES,Simple Assault,ALASKA JUNCTION,-122.3874545,47.56112224
2020-325432,ASSAULT OFFENSES,Aggravated Assault,LAKECITY,-122.282385,47.71723639
2020-325459,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3195299,47.61933325
2020-325482,ASSAULT OFFENSES,Simple Assault,NORTH ADMIRAL,-122.3835765,47.5811729
2020-325567,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3381372,47.61711857
2020-325573,ASSAULT OFFENSES,Intimidation,PHINNEY RIDGE,-122.3553075,47.68089711
2020-325594,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.312631,47.62310215
2020-325603,ASSAULT OFFENSES,Aggravated Assault,FIRST HILL,-122.3273595,47.61343735
2020-325626,ASSAULT OFFENSES,Aggravated Assault,ROOSEVELT/RAVENNA,-122.3444976,47.68586124
2020-325644,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3139102,47.61995898
2020-325657,ASSAULT OFFENSES,Aggravated Assault,RAINIER BEACH,-122.2753228,47.52331187
2020-325659,ASSAULT OFFENSES,Simple Assault,LAKECITY,-122.3056285,47.70301028
2020-325661,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3428217,47.6100189
2020-325716,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3115478,47.60710905
2020-325743,ASSAULT OFFENSES,Aggravated Assault,MAGNOLIA,-122.4110099,47.6435757
2020-325752,ASSAULT OFFENSES,Intimidation,BALLARD SOUTH,-122.3785983,47.66229837
2020-325807,ASSAULT OFFENSES,Simple Assault,MADRONA/LESCHI,-122.2908874,47.61290676
2020-325849,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020-325854,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3439076,47.63674816
2020-325889,ASSAULT OFFENSES,Aggravated Assault,QUEEN ANNE,0,0
2020-325901,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,0,0
2020-325970,ASSAULT OFFENSES,Intimidation,SANDPOINT,-122.2847943,47.66551365
2020-325972,ASSAULT OFFENSES,Aggravated Assault,SOUTH PARK,-122.3189794,47.53049824
2020-326028,ASSAULT OFFENSES,Intimidation,CENTRAL AREA/SQUIRE PARK,-122.3114765,47.61222607
2020-326076,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3167797,47.6098108
2020-326157,ASSAULT OFFENSES,Intimidation,BITTERLAKE,-122.3609351,47.73142183
2020-326194,ASSAULT OFFENSES,Simple Assault,LAKECITY,0,0
2020-326234,ASSAULT OFFENSES,Intimidation,MADRONA/LESCHI,-122.3022358,47.6010021
2020-326269,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3204152,47.62198537
2020-326316,ASSAULT OFFENSES,Aggravated Assault,BITTERLAKE,-122.3734134,47.71156417
2020-326322,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3209333,47.62369897
2020-326408,ASSAULT OFFENSES,Intimidation,QUEEN ANNE,-122.3547906,47.61976586
2020-326435,ASSAULT OFFENSES,Simple Assault,CLAREMONT/RAINIER VISTA,-122.2929052,47.57147529
2020-326486,ASSAULT OFFENSES,Intimidation,ROOSEVELT/RAVENNA,-122.3351204,47.67415483
2020-326510,ASSAULT OFFENSES,Simple Assault,ALASKA JUNCTION,-122.3881276,47.56385063
2020-326578,ASSAULT OFFENSES,Aggravated Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3270316,47.59583677
2020-326592,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3119516,47.66398823
2020-326716,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3391205,47.61120103
2020-326734,ASSAULT OFFENSES,Simple Assault,JUDKINS PARK/NORTH BEACON HILL,-122.3027592,47.59927791
2020-326768,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,0,0
2020-326807,ASSAULT OFFENSES,Aggravated Assault,SOUTH PARK,-122.3345028,47.5396043
2020-326835,ASSAULT OFFENSES,Intimidation,ALASKA JUNCTION,-122.389442,47.56932947
2020-326875,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3206032,47.71039668
2020-326885,ASSAULT OFFENSES,Aggravated Assault,GEORGETOWN,-122.3295862,47.54669394
2020-326901,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3402647,47.61554493
2020-326909,ASSAULT OFFENSES,Aggravated Assault,GEORGETOWN,-122.3283566,47.55339267
2020-327023,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3378735,47.61295827
2020-327061,ASSAULT OFFENSES,Intimidation,MOUNT BAKER,0,0
2020-327159,ASSAULT OFFENSES,Aggravated Assault,NORTH BEACON HILL,-122.3159844,47.58921265
2020-327160,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3279159,47.60817662
2020-327199,ASSAULT OFFENSES,Simple Assault,CLAREMONT/RAINIER VISTA,-122.2929052,47.57147529
2020-327219,ASSAULT OFFENSES,Simple Assault,BALLARD SOUTH,-122.3696925,47.66146817
2020-327235,ASSAULT OFFENSES,Aggravated Assault,UNIVERSITY,-122.3132682,47.65598766
2020-327277,ASSAULT OFFENSES,Simple Assault,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.3768846,47.51748787
2020-327289,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3241952,47.60578655
2020-327325,ASSAULT OFFENSES,Aggravated Assault,FIRST HILL,-122.3279159,47.60817662
2020-327329,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3230671,47.62256802
2020-327361,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3341768,47.60214897
2020-327363,ASSAULT OFFENSES,Simple Assault,GENESEE,-122.2838697,47.5634849
2020-327364,ASSAULT OFFENSES,Simple Assault,BRIGHTON/DUNLAP,-122.2721859,47.54158416
2020-327421,ASSAULT OFFENSES,Aggravated Assault,HILLMAN CITY,-122.276548,47.54667844
2020-327455,ASSAULT OFFENSES,Simple Assault,NORTH BEACON HILL,-122.3146872,47.57947823
2020-327577,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3028892,47.68213785
2020-327587,ASSAULT OFFENSES,Simple Assault,PIONEER SQUARE,-122.3311241,47.60171758
2020-327627,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3295143,47.60405522
2020-327652,ASSAULT OFFENSES,Aggravated Assault,CLAREMONT/RAINIER VISTA,-122.2929052,47.57147529
2020-327759,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3314085,47.60276918
2020-327847,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3341768,47.60214897
2020-327854,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3418819,47.61767475
2020-327860,ASSAULT OFFENSES,Simple Assault,RAINIER BEACH,-122.2680301,47.51985178
2020-327954,ASSAULT OFFENSES,Intimidation,BELLTOWN,-122.3483551,47.61563755
2020-328002,ASSAULT OFFENSES,Intimidation,FAUNTLEROY SW,-122.3911787,47.51778348
2020-328003,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3072316,47.66215428
2020-328076,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3264356,47.61245118
2020-328105,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3474578,47.61569349
2020-328111,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.3361655,47.61605329
2020-328180,ASSAULT OFFENSES,Simple Assault,FREMONT,-122.3473222,47.65476387
2020-328254,ASSAULT OFFENSES,Intimidation,RAINIER BEACH,-122.2680301,47.51985178
2020-328258,ASSAULT OFFENSES,Aggravated Assault,LAKECITY,-122.3113976,47.73393647
2020-328371,ASSAULT OFFENSES,Simple Assault,HIGH POINT,-122.375768,47.54467904
2020-328382,ASSAULT OFFENSES,Simple Assault,MOUNT BAKER,-122.2990065,47.58661858
2020-328434,ASSAULT OFFENSES,Simple Assault,SANDPOINT,-122.3068582,47.6907698
2020-328452,ASSAULT OFFENSES,Simple Assault,NORTH DELRIDGE,-122.3694394,47.56688813
2020-328464,ASSAULT OFFENSES,Intimidation,SODO,-122.3341937,47.57139258
2020-328483,ASSAULT OFFENSES,Intimidation,ROOSEVELT/RAVENNA,-122.2956208,47.6650122
2020-328518,ASSAULT OFFENSES,Aggravated Assault,GENESEE,-122.2860684,47.56476048
2020-328524,ASSAULT OFFENSES,Aggravated Assault,NORTH BEACON HILL,-122.3133567,47.57819322
2020-328527,ASSAULT OFFENSES,Aggravated Assault,SOUTH DELRIDGE,-122.3558295,47.51810155
2020-328554,ASSAULT OFFENSES,Intimidation,GEORGETOWN,-122.3343091,47.54827139
2020-328585,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3373388,47.60925299
2020-328600,ASSAULT OFFENSES,Aggravated Assault,FIRST HILL,-122.3194144,47.60570516
2020-328619,ASSAULT OFFENSES,Simple Assault,SOUTH PARK,-122.3270286,47.5273324
2020-328692,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3383483,47.60951744
2020-328710,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3146446,47.62368428
2020-328799,ASSAULT OFFENSES,Aggravated Assault,UNIVERSITY,-122.313088,47.66399625
2020-328803,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3027104,47.61294141
2020-328839,ASSAULT OFFENSES,Aggravated Assault,LAKECITY,-122.2924936,47.72100749
2020-328865,ASSAULT OFFENSES,Simple Assault,BALLARD SOUTH,-122.3861649,47.67091421
2020-329035,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.3496067,47.61916268
2020-329113,ASSAULT OFFENSES,Simple Assault,ALASKA JUNCTION,-122.3828152,47.56196586
2020-329170,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3670249,47.62559367
2020-329184,ASSAULT OFFENSES,Aggravated Assault,BELLTOWN,0,0
2020-329225,ASSAULT OFFENSES,Aggravated Assault,MILLER PARK,-122.3125079,47.63148824
2020-329267,ASSAULT OFFENSES,Simple Assault,SANDPOINT,-122.2622281,47.67889074
2020-329285,ASSAULT OFFENSES,Simple Assault,BALLARD SOUTH,-122.3775469,47.67163093
2020-329294,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3181689,47.6158384
2020-329310,ASSAULT OFFENSES,Simple Assault,COLUMBIA CITY,-122.2821353,47.55470846
2020-329358,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3240373,47.62429268
2020-329378,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3119268,47.66566054
2020-329452,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3234439,47.60412808
2020-329460,ASSAULT OFFENSES,Simple Assault,NORTH BEACON HILL,-122.3172804,47.59076389
2020-329479,ASSAULT OFFENSES,Aggravated Assault,NORTHGATE,-122.3423002,47.72551124
2020-329491,ASSAULT OFFENSES,Simple Assault,SANDPOINT,-122.2622281,47.67889074
2020-329495,ASSAULT OFFENSES,Intimidation,CENTRAL AREA/SQUIRE PARK,-122.3114744,47.61290842
2020-329542,ASSAULT OFFENSES,Simple Assault,GENESEE,-122.2884236,47.56496219
2020-329566,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3312087,47.617225
2020-329572,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3255523,47.61704061
2020-329577,ASSAULT OFFENSES,Simple Assault,RAINIER BEACH,-122.269982,47.52473905
2020-329605,ASSAULT OFFENSES,Simple Assault,LAKECITY,0,0
2020-329707,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3761541,47.63965592
2020-329789,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3417391,47.61971714
2020-329840,ASSAULT OFFENSES,Simple Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3283173,47.59919591
2020-329862,ASSAULT OFFENSES,Aggravated Assault,SANDPOINT,-122.2622281,47.67889074
2020-329940,ASSAULT OFFENSES,Aggravated Assault,NORTH DELRIDGE,-122.3632826,47.56834747
2020-329965,ASSAULT OFFENSES,Simple Assault,MORGAN,-122.3779803,47.52977382
2020-330023,ASSAULT OFFENSES,Simple Assault,LAKECITY,-122.2957735,47.71928182
2020-330026,ASSAULT OFFENSES,Simple Assault,WALLINGFORD,0,0
2020-330064,ASSAULT OFFENSES,Simple Assault,WALLINGFORD,-122.3400729,47.66844905
2020-330077,ASSAULT OFFENSES,Simple Assault,GENESEE,-122.2870307,47.56410439
2020-330081,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3139102,47.61995898
2020-330094,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,0,0
2020-330116,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3327776,47.60762289
2020-330120,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3326533,47.7086545
2020-330165,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3256329,47.61848878
2020-330167,ASSAULT OFFENSES,Simple Assault,FREMONT,0,0
2020-330234,ASSAULT OFFENSES,Aggravated Assault,BRIGHTON/DUNLAP,-122.2739888,47.53763238
2020-330266,ASSAULT OFFENSES,Intimidation,CHINATOWN/INTERNATIONAL DISTRICT,-122.3130836,47.59791145
2020-330309,ASSAULT OFFENSES,Aggravated Assault,BITTERLAKE,-122.3555652,47.73140585
2020-330328,ASSAULT OFFENSES,Aggravated Assault,FIRST HILL,-122.3223987,47.60801798
2020-330453,ASSAULT OFFENSES,Simple Assault,NORTH BEACON HILL,0,0
2020-330499,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3178617,47.70917517
2020-330526,ASSAULT OFFENSES,Simple Assault,PIONEER SQUARE,-122.3311241,47.60171758
2020-330579,ASSAULT OFFENSES,Simple Assault,PIONEER SQUARE,-122.3311241,47.60171758
2020-330601,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3149678,47.61995096
2020-330605,ASSAULT OFFENSES,Intimidation,CENTRAL AREA/SQUIRE PARK,-122.3115478,47.60710905
2020-330630,ASSAULT OFFENSES,Aggravated Assault,BALLARD SOUTH,-122.3855568,47.66867918
2020-330667,ASSAULT OFFENSES,Aggravated Assault,BITTERLAKE,-122.3555014,47.71143694
2020-330690,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.296849,47.62303049
2020-330815,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3195299,47.61933325
2020-330821,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3207714,47.61351951
2020-330838,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3387015,47.61074295
2020-330883,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.321894,47.65505461
2020-330892,ASSAULT OFFENSES,Intimidation,BITTERLAKE,-122.3477718,47.73167696
2020-330910,ASSAULT OFFENSES,Simple Assault,LAKECITY,-122.2970284,47.72109702
2020-330968,ASSAULT OFFENSES,Simple Assault,BALLARD NORTH,-122.389766,47.68221304
2020-331007,ASSAULT OFFENSES,Intimidation,MILLER PARK,-122.3060101,47.62320932
2020-331012,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3119268,47.66566054
2020-331105,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3234439,47.60412808
2020-331113,ASSAULT OFFENSES,Intimidation,PIONEER SQUARE,-122.3311241,47.60171758
2020-331196,ASSAULT OFFENSES,Simple Assault,BALLARD SOUTH,-122.3847426,47.66981864
2020-331202,ASSAULT OFFENSES,Aggravated Assault,ALKI,0,0
2020-331239,ASSAULT OFFENSES,Aggravated Assault,ROOSEVELT/RAVENNA,-122.3169243,47.68854593
2020-331315,ASSAULT OFFENSES,Aggravated Assault,BELLTOWN,-122.3441436,47.61432034
2020-331380,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3270688,47.60557243
2020-331392,ASSAULT OFFENSES,Simple Assault,SANDPOINT,-122.2622281,47.67889074
2020-331572,ASSAULT OFFENSES,Aggravated Assault,UNIVERSITY,-122.3119516,47.66398823
2020-331606,ASSAULT OFFENSES,Intimidation,CENTRAL AREA/SQUIRE PARK,0,0
2020-331634,ASSAULT OFFENSES,Aggravated Assault,NORTH BEACON HILL,0,0
2020-331758,ASSAULT OFFENSES,Intimidation,RAINIER VIEW,-122.2785169,47.5122439
2020-331941,ASSAULT OFFENSES,Simple Assault,MOUNT BAKER,-122.3009371,47.58200264
2020-331971,ASSAULT OFFENSES,Simple Assault,NORTHGATE,0,0
2020-332052,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3407988,47.69416441
2020-332060,ASSAULT OFFENSES,Simple Assault,HIGHLAND PARK,-122.3592773,47.53369007
2020-332087,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3384495,47.60878866
2020-332091,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.3477718,47.73167696
2020-332223,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.3384188,47.6181267
2020-332286,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3399801,47.70504485
2020-332305,ASSAULT OFFENSES,Simple Assault,FREMONT,-122.3445772,47.65976709
2020-332305,ASSAULT OFFENSES,Intimidation,FREMONT,-122.3445772,47.65976709
2020-332332,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3496819,47.61524909
2020-332342,ASSAULT OFFENSES,Intimidation,CHINATOWN/INTERNATIONAL DISTRICT,-122.3156801,47.59919954
2020-332364,ASSAULT OFFENSES,Intimidation,BELLTOWN,-122.3441436,47.61432034
2020-332425,ASSAULT OFFENSES,Simple Assault,JUDKINS PARK/NORTH BEACON HILL,-122.3062218,47.59413818
2020-332511,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3761541,47.63965592
2020-332744,ASSAULT OFFENSES,Aggravated Assault,BELLTOWN,-122.3528875,47.61597109
2020-332886,ASSAULT OFFENSES,Simple Assault,MILLER PARK,-122.3126365,47.62259527
2020-332995,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3444976,47.68586124
2020-333012,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3384846,47.61853427
2020-333082,ASSAULT OFFENSES,Intimidation,LAKECITY,-122.310026,47.7320974
2020-333087,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.3447064,47.70579857
2020-333153,ASSAULT OFFENSES,Aggravated Assault,SOUTH BEACON HILL,-122.2871751,47.52056312
