Report Number,Offense Parent Group,Offense,MCPP,Longitude,Latitude
2020-312958,ASSAULT OFFENSES,Aggravated Assault,WALLINGFORD,-122.3401515,47.66538224
2020-313020,ASSAULT OFFENSES,Simple Assault,GREENWOOD,-122.3633304,47.68363604
2020-313046,ASSAULT OFFENSES,Intimidation,JUDKINS PARK/NORTH BEACON HILL,-122.3027592,47.59927791
2020-313058,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3337941,47.61522435
2020-313125,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3190221,47.67584346
2020-313142,ASSAULT OFFENSES,Intimidation,NEW HOLLY,0,0
2020-313192,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3181689,47.6158384
2020-313210,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3313137,47.70864592
2020-313269,ASSAULT OFFENSES,Simple Assault,NORTH BEACON HILL,-122.304233,47.58591481
2020-313356,ASSAULT OFFENSES,Intimidation,MILLER PARK,-122.3086844,47.62383566
2020-313375,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3009065,47.66212501
2020-313454,ASSAULT OFFENSES,Aggravated Assault,CHINATOWN/INTERNATIONAL DISTRICT,0,0
2020-313461,ASSAULT OFFENSES,Intimidation,BITTERLAKE,-122.3477718,47.73167696
2020-313530,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.3030988,47.61879546
2020-313570,ASSAULT OFFENSES,Aggravated Assault,NORTH BEACON HILL,-122.3032572,47.58501972
2020-313573,ASSAULT OFFENSES,Aggravated Assault,MILLER PARK,-122.3030988,47.61879546
2020-313584,ASSAULT OFFENSES,Simple Assault,NORTHGATE,0,0
2020-313665,ASSAULT OFFENSES,Intimidation,BALLARD SOUTH,-122.3660887,47.67435431
2020-313670,ASSAULT OFFENSES,Simple Assault,BRIGHTON/DUNLAP,0,0
2020-313680,ASSAULT OFFENSES,Simple Assault,MORGAN,-122.3872062,47.54567982
2020-313685,ASSAULT OFFENSES,Simple Assault,MILLER PARK,-122.3113905,47.62008792
2020-313686,ASSAULT OFFENSES,Simple Assault,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.373277,47.51517049
2020-313695,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3381372,47.61711857
2020-313696,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.343675,47.62206083
2020-313814,ASSAULT OFFENSES,Simple Assault,ALKI,0,0
2020-313840,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3270688,47.60557243
2020-313865,ASSAULT OFFENSES,Aggravated Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3192221,47.60049672
2020-313901,ASSAULT OFFENSES,Simple Assault,SOUTH PARK,-122.3268929,47.52647722
2020-313957,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3316689,47.60808681
2020-314044,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3417391,47.61971714
2020-314062,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3263468,47.60981959
2020-314123,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3327776,47.60762289
2020-314143,ASSAULT OFFENSES,Simple Assault,NORTHGATE,0,0
2020-314158,ASSAULT OFFENSES,Aggravated Assault,MILLER PARK,-122.2999393,47.62592449
2020-314222,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.329116,47.61200665
2020-314235,ASSAULT OFFENSES,Simple Assault,RAINIER BEACH,-122.2753228,47.52331187
2020-314247,ASSAULT OFFENSES,Intimidation,QUEEN ANNE,-122.3409938,47.63099174
2020-314250,ASSAULT OFFENSES,Intimidation,MID BEACON HILL,-122.3058352,47.5580538
2020-314294,ASSAULT OFFENSES,Simple Assault,CENTRAL AREA/SQUIRE PARK,-122.296849,47.62303049
2020-314301,ASSAULT OFFENSES,Aggravated Assault,NORTH DELRIDGE,-122.3714627,47.56470974
2020-314306,ASSAULT OFFENSES,Aggravated Assault,CENTRAL AREA/SQUIRE PARK,0,0
2020-314339,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3234439,47.60412808
2020-314437,ASSAULT OFFENSES,Intimidation,CENTRAL AREA/SQUIRE PARK,0,0
2020-314442,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,0,0
2020-314473,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3126392,47.65830815
2020-314538,ASSAULT OFFENSES,Aggravated Assault,HIGH POINT,-122.3750698,47.54563408
2020-314690,ASSAULT OFFENSES,Simple Assault,EASTLAKE - WEST,-122.3283576,47.63898749
2020-314707,ASSAULT OFFENSES,Aggravated Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3130836,47.59791145
2020-314729,ASSAULT OFFENSES,Aggravated Assault,MID BEACON HILL,-122.3099084,47.54935176
2020-314813,ASSAULT OFFENSES,Intimidation,QUEEN ANNE,-122.3501821,47.62456711
2020-314838,ASSAULT OFFENSES,Aggravated Assault,CENTRAL AREA/SQUIRE PARK,0,0
2020-314863,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,0,0
2020-314891,ASSAULT OFFENSES,Simple Assault,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.3604464,47.53097632
2020-314954,ASSAULT OFFENSES,Intimidation,BITTERLAKE,-122.3554875,47.70962168
2020-314963,ASSAULT OFFENSES,Aggravated Assault,QUEEN ANNE,-122.3567145,47.62392989
2020-315037,ASSAULT OFFENSES,Simple Assault,BALLARD NORTH,-122.3714416,47.68968624
2020-315041,ASSAULT OFFENSES,Simple Assault,GREENWOOD,-122.354392,47.70145816
2020-315068,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3194144,47.60570516
2020-315071,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3380904,47.7123018
2020-315076,ASSAULT OFFENSES,Simple Assault,NORTH DELRIDGE,-122.3694394,47.56688813
2020-315234,ASSAULT OFFENSES,Simple Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3196436,47.59834791
2020-315266,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3261877,47.61408495
2020-315340,ASSAULT OFFENSES,Aggravated Assault,LAKECITY,-122.3125337,47.71513112
2020-315351,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.347741,47.72913622
2020-315371,ASSAULT OFFENSES,Aggravated Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3196436,47.59834791
2020-315381,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3278538,47.61903867
2020-315394,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020-315443,ASSAULT OFFENSES,Aggravated Assault,MILLER PARK,-122.3113905,47.62008792
2020-315526,ASSAULT OFFENSES,Simple Assault,MAGNOLIA,-122.4142377,47.64770629
2020-315617,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3341786,47.60172234
2020-315704,ASSAULT OFFENSES,Aggravated Assault,SODO,-122.329058,47.5850737
2020-315716,ASSAULT OFFENSES,Intimidation,ROOSEVELT/RAVENNA,-122.3340892,47.67495339
2020-315720,ASSAULT OFFENSES,Aggravated Assault,MID BEACON HILL,-122.3026207,47.55824222
2020-315761,ASSAULT OFFENSES,Simple Assault,NORTH DELRIDGE,-122.3718183,47.56923486
2020-315766,ASSAULT OFFENSES,Aggravated Assault,GENESEE,-122.2861192,47.5670489
2020-315876,ASSAULT OFFENSES,Aggravated Assault,UNIVERSITY,0,0
2020-315876,ASSAULT OFFENSES,Intimidation,UNIVERSITY,0,0
2020-315948,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3317354,47.60312654
2020-315976,ASSAULT OFFENSES,Aggravated Assault,UNIVERSITY,-122.313149,47.66053224
2020-316001,ASSAULT OFFENSES,Simple Assault,MORGAN,-122.3872062,47.54567982
2020-316012,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3226043,47.70999519
2020-316036,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3340387,47.60172211
2020-316043,ASSAULT OFFENSES,Intimidation,CLAREMONT/RAINIER VISTA,-122.2929052,47.57147529
2020-316058,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3593321,47.6232857
2020-316061,ASSAULT OFFENSES,Intimidation,CLAREMONT/RAINIER VISTA,-122.2929052,47.57147529
2020-316093,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3214418,47.60269663
2020-316126,ASSAULT OFFENSES,Aggravated Assault,BELLTOWN,-122.3458631,47.61299081
2020-316148,ASSAULT OFFENSES,Aggravated Assault,CENTRAL AREA/SQUIRE PARK,-122.3081258,47.61643399
2020-316152,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3380904,47.7123018
2020-316188,ASSAULT OFFENSES,Aggravated Assault,HIGH POINT,0,0
2020-316197,ASSAULT OFFENSES,Simple Assault,SANDPOINT,-122.2879028,47.69743858
2020-316288,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3319954,47.60844357
2020-316419,ASSAULT OFFENSES,Simple Assault,SODO,-122.3351209,47.58716633
2020-316431,ASSAULT OFFENSES,Aggravated Assault,BELLTOWN,-122.3501864,47.6161341
2020-316490,ASSAULT OFFENSES,Aggravated Assault,SOUTH DELRIDGE,-122.3571429,47.52103135
2020-316497,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3396251,47.61692686
2020-316532,ASSAULT OFFENSES,Intimidation,SANDPOINT,-122.2808261,47.67119624
2020-316540,ASSAULT OFFENSES,Aggravated Assault,CHINATOWN/INTERNATIONAL DISTRICT,0,0
2020-316540,ASSAULT OFFENSES,Intimidation,CHINATOWN/INTERNATIONAL DISTRICT,0,0
2020-316553,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3363415,47.60312963
2020-316563,ASSAULT OFFENSES,Simple Assault,COMMERCIAL DUWAMISH,-122.3545001,47.57137378
2020-316616,ASSAULT OFFENSES,Intimidation,ROOSEVELT/RAVENNA,-122.3351204,47.67415483
2020-316627,ASSAULT OFFENSES,Simple Assault,CLAREMONT/RAINIER VISTA,-122.2929052,47.57147529
2020-316682,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3239624,47.61635574
2020-316695,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3366834,47.61021404
2020-316714,ASSAULT OFFENSES,Aggravated Assault,JUDKINS PARK/NORTH BEACON HILL,-122.3145452,47.60168948
2020-316719,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3423968,47.61913488
2020-316747,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3466378,47.61696696
2020-316764,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3549898,47.6374151
2020-316817,ASSAULT OFFENSES,Simple Assault,BALLARD SOUTH,-122.388862,47.67383372
2020-316931,ASSAULT OFFENSES,Intimidation,GREENWOOD,-122.354392,47.70145816
2020-316994,ASSAULT OFFENSES,Aggravated Assault,PHINNEY RIDGE,-122.3467623,47.68144599
2020-316998,ASSAULT OFFENSES,Simple Assault,ROXHILL/WESTWOOD/ARBOR HEIGHTS,0,0
2020-317052,ASSAULT OFFENSES,Simple Assault,NORTH DELRIDGE,-122.3599567,47.55193763
2020-317290,ASSAULT OFFENSES,Aggravated Assault,MORGAN,0,0
2020-317293,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3097034,47.66215837
2020-317411,ASSAULT OFFENSES,Simple Assault,MORGAN,-122.3879653,47.54519725
2020-317422,ASSAULT OFFENSES,Intimidation,GREENWOOD,0,0
2020-317463,ASSAULT OFFENSES,Aggravated Assault,HIGHLAND PARK,-122.351115,47.53413005
2020-317472,ASSAULT OFFENSES,Intimidation,RAINIER BEACH,-122.2680301,47.51985178
2020-317497,ASSAULT OFFENSES,Intimidation,ALASKA JUNCTION,-122.382835,47.56017069
2020-317509,ASSAULT OFFENSES,Simple Assault,SANDPOINT,-122.2818983,47.70952215
2020-317520,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3178141,47.62254474
2020-317564,ASSAULT OFFENSES,Aggravated Assault,JUDKINS PARK/NORTH BEACON HILL,-122.3102589,47.59421411
2020-317602,ASSAULT OFFENSES,Simple Assault,CLAREMONT/RAINIER VISTA,-122.2924451,47.56848106
2020-317629,ASSAULT OFFENSES,Simple Assault,NORTH BEACON HILL,-122.3138035,47.58101694
2020-317648,ASSAULT OFFENSES,Intimidation,BRIGHTON/DUNLAP,-122.2733924,47.54068784
2020-317720,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3276243,47.60534018
2020-317730,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3166363,47.65909623
2020-317740,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3234439,47.60412808
2020-317769,ASSAULT OFFENSES,Simple Assault,MAGNOLIA,-122.3914047,47.65343705
2020-317785,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,0,0
2020-317884,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.3491308,47.73231422
2020-317887,ASSAULT OFFENSES,Simple Assault,NEW HOLLY,-122.2840517,47.53704015
2020-317891,ASSAULT OFFENSES,Aggravated Assault,QUEEN ANNE,-122.3541331,47.62034731
2020-318074,ASSAULT OFFENSES,Aggravated Assault,FIRST HILL,-122.3243551,47.61015926
2020-318130,ASSAULT OFFENSES,Intimidation,MAGNOLIA,-122.4009024,47.65315212
2020-318154,ASSAULT OFFENSES,Aggravated Assault,FIRST HILL,-122.3245498,47.61205116
2020-318159,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020-318172,ASSAULT OFFENSES,Intimidation,ROOSEVELT/RAVENNA,-122.2972223,47.66124046
2020-318181,ASSAULT OFFENSES,Simple Assault,SODO,-122.3213932,47.5858538
2020-318199,ASSAULT OFFENSES,Simple Assault,BALLARD NORTH,-122.3700753,47.70113033
2020-318277,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,0,0
2020-318293,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3394586,47.60905306
2020-318345,ASSAULT OFFENSES,Simple Assault,HIGH POINT,-122.373776,47.54375839
2020-318380,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3296454,47.60251994
2020-318442,ASSAULT OFFENSES,Simple Assault,MOUNT BAKER,0,0
2020-318469,ASSAULT OFFENSES,Simple Assault,BRIGHTON/DUNLAP,0,0
2020-318474,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,0,0
2020-318482,ASSAULT OFFENSES,Simple Assault,BALLARD SOUTH,0,0
2020-318483,ASSAULT OFFENSES,Aggravated Assault,BELLTOWN,0,0
2020-318500,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3094893,47.66396954
2020-318520,ASSAULT OFFENSES,Aggravated Assault,QUEEN ANNE,-122.360624,47.6251978
2020-318570,ASSAULT OFFENSES,Simple Assault,LAKECITY,-122.2937009,47.72916958
2020-318598,ASSAULT OFFENSES,Simple Assault,HIGH POINT,0,0
2020-318735,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3219184,47.70858578
2020-318844,ASSAULT OFFENSES,Intimidation,MID BEACON HILL,-122.2873165,47.54607698
2020-318857,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3389803,47.60601377
2020-318869,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,0,0
2020-318893,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3336337,47.62198666
2020-318900,ASSAULT OFFENSES,Intimidation,BELLTOWN,-122.3488822,47.61243015
2020-318940,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3446457,47.70097732
2020-318964,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3384517,47.61833048
2020-319083,ASSAULT OFFENSES,Intimidation,JUDKINS PARK/NORTH BEACON HILL,-122.3054776,47.59925977
2020-319120,ASSAULT OFFENSES,Aggravated Assault,BALLARD SOUTH,-122.3875873,47.6705517
2020-319135,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3259367,47.61921955
2020-319147,ASSAULT OFFENSES,Simple Assault,CLAREMONT/RAINIER VISTA,-122.2957464,47.57231164
2020-319183,ASSAULT OFFENSES,Aggravated Assault,PIONEER SQUARE,-122.3341923,47.59403974
2020-319185,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,0,0
2020-319188,ASSAULT OFFENSES,Simple Assault,ALASKA JUNCTION,-122.3961989,47.56389733
2020-319210,ASSAULT OFFENSES,Simple Assault,LAKECITY,-122.3126874,47.72938698
2020-319281,ASSAULT OFFENSES,Aggravated Assault,NORTHGATE,-122.3380904,47.7123018
2020-319314,ASSAULT OFFENSES,Simple Assault,BALLARD SOUTH,-122.3869723,47.66868054
2020-319412,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.343703,47.61288656
2020-319418,ASSAULT OFFENSES,Intimidation,MID BEACON HILL,-122.2929509,47.55576822
2020-319472,ASSAULT OFFENSES,Simple Assault,NEW HOLLY,-122.2834616,47.53888305
2020-319483,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3195608,47.66222203
2020-319506,ASSAULT OFFENSES,Aggravated Assault,UNKNOWN,-122.382425,47.5502344
2020-319556,ASSAULT OFFENSES,Aggravated Assault,SODO,-122.3247394,47.58189222
2020-319639,ASSAULT OFFENSES,Intimidation,SOUTH PARK,-122.3149607,47.52346714
2020-319671,ASSAULT OFFENSES,Intimidation,MADISON PARK,-122.2798598,47.63452937
2020-319678,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3236938,47.67996957
2020-319721,ASSAULT OFFENSES,Intimidation,QUEEN ANNE,-122.3554194,47.62268736
2020-319724,ASSAULT OFFENSES,Intimidation,CAPITOL HILL,-122.3240209,47.62141328
2020-319757,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3310822,47.60241242
2020-319759,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,0,0
2020-319788,ASSAULT OFFENSES,Simple Assault,PIONEER SQUARE,-122.3315734,47.60004107
2020-319877,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3521398,47.62457135
2020-319893,ASSAULT OFFENSES,Simple Assault,BITTERLAKE,-122.3555447,47.72232558
2020-319969,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3162386,47.61760538
2020-319984,ASSAULT OFFENSES,Aggravated Assault,FREMONT,-122.3486364,47.66040459
2020-319995,ASSAULT OFFENSES,Intimidation,MOUNT BAKER,-122.2899378,47.57067497
2020-319998,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3501821,47.62456711
2020-320075,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3214418,47.60269663
2020-320096,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3391171,47.62087651
2020-320110,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3223987,47.60801798
2020-320118,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3178617,47.70917517
2020-320136,ASSAULT OFFENSES,Intimidation,SANDPOINT,-122.3041683,47.6916483
2020-320187,ASSAULT OFFENSES,Simple Assault,SLU/CASCADE,-122.3385235,47.61334267
2020-320202,ASSAULT OFFENSES,Intimidation,SLU/CASCADE,-122.3454439,47.61508874
2020-320206,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3363415,47.60312963
2020-320303,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,-122.3207714,47.61351951
2020-320337,ASSAULT OFFENSES,Simple Assault,HIGH POINT,-122.3663238,47.53370529
2020-320376,ASSAULT OFFENSES,Aggravated Assault,SOUTH DELRIDGE,-122.3551145,47.52195143
2020-320386,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3567145,47.62392989
2020-320415,ASSAULT OFFENSES,Simple Assault,ALASKA JUNCTION,-122.3854835,47.56019555
2020-320427,ASSAULT OFFENSES,Simple Assault,LAKECITY,-122.2969847,47.71009598
2020-320474,ASSAULT OFFENSES,Intimidation,BRIGHTON/DUNLAP,-122.2800603,47.53705079
2020-320512,ASSAULT OFFENSES,Simple Assault,GREENWOOD,-122.345966,47.69871766
2020-320522,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3209152,47.6225585
2020-320572,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3118915,47.6700834
2020-320583,ASSAULT OFFENSES,Aggravated Assault,DOWNTOWN COMMERCIAL,-122.3384495,47.60878866
2020-320590,ASSAULT OFFENSES,Intimidation,DOWNTOWN COMMERCIAL,-122.3384495,47.60878866
2020-320612,ASSAULT OFFENSES,Simple Assault,MOUNT BAKER,-122.2991587,47.57967225
2020-320790,ASSAULT OFFENSES,Intimidation,BELLTOWN,-122.3474203,47.61508492
2020-320798,ASSAULT OFFENSES,Simple Assault,CHINATOWN/INTERNATIONAL DISTRICT,-122.3224447,47.59918613
2020-320826,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3607393,47.64633864
2020-320828,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.3355271,47.6174338
2020-320831,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3491397,47.6137554
2020-320833,ASSAULT OFFENSES,Intimidation,ROOSEVELT/RAVENNA,-122.2976138,47.66284555
2020-320833,ASSAULT OFFENSES,Aggravated Assault,ROOSEVELT/RAVENNA,-122.2976138,47.66284555
2020-320897,ASSAULT OFFENSES,Intimidation,BELLTOWN,-122.3501864,47.6161341
2020-320947,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3380904,47.7123018
2020-321082,ASSAULT OFFENSES,Simple Assault,ROOSEVELT/RAVENNA,-122.3165105,47.67497945
2020-321086,ASSAULT OFFENSES,Intimidation,CLAREMONT/RAINIER VISTA,-122.2961282,47.57476789
2020-321192,ASSAULT OFFENSES,Aggravated Assault,BALLARD SOUTH,-122.3696925,47.66146817
2020-321198,ASSAULT OFFENSES,Aggravated Assault,PIONEER SQUARE,-122.3302648,47.60171616
2020-321205,ASSAULT OFFENSES,Intimidation,BELLTOWN,-122.3528875,47.61597109
2020-321213,ASSAULT OFFENSES,Simple Assault,JUDKINS PARK/NORTH BEACON HILL,-122.3027592,47.59927791
2020-321222,ASSAULT OFFENSES,Aggravated Assault,GREENWOOD,-122.3519481,47.69167903
2020-321229,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,0,0
2020-321244,ASSAULT OFFENSES,Intimidation,CLAREMONT/RAINIER VISTA,-122.2961282,47.57476789
2020-321332,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3323883,47.60384051
2020-321342,ASSAULT OFFENSES,Simple Assault,DOWNTOWN COMMERCIAL,-122.3384495,47.60878866
2020-321384,ASSAULT OFFENSES,Aggravated Assault,HIGHLAND PARK,-122.3564066,47.52918162
2020-321463,ASSAULT OFFENSES,Aggravated Assault,SOUTH PARK,-122.3175517,47.52821206
2020-321463,ASSAULT OFFENSES,Intimidation,SOUTH PARK,-122.3175517,47.52821206
2020-321463,ASSAULT OFFENSES,Simple Assault,SOUTH PARK,-122.3175517,47.52821206
2020-321473,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3493274,47.61679884
2020-321495,ASSAULT OFFENSES,Aggravated Assault,JUDKINS PARK/NORTH BEACON HILL,-122.3102589,47.59421411
2020-321501,ASSAULT OFFENSES,Simple Assault,FREMONT,-122.3499645,47.65720057
2020-321513,ASSAULT OFFENSES,Aggravated Assault,HILLMAN CITY,-122.2859474,47.54706873
2020-321539,ASSAULT OFFENSES,Aggravated Assault,SANDPOINT,-122.2747047,47.66399079
2020-321611,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3208637,47.61932364
2020-321618,ASSAULT OFFENSES,Simple Assault,CAPITOL HILL,0,0
2020-321623,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3270688,47.60557243
2020-321627,ASSAULT OFFENSES,Aggravated Assault,NORTHGATE,-122.3277727,47.69681506
2020-321635,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.32945,47.60901496
2020-321639,ASSAULT OFFENSES,Simple Assault,MID BEACON HILL,0,0
2020-321668,ASSAULT OFFENSES,Intimidation,BALLARD NORTH,-122.3767611,47.67682184
2020-321684,ASSAULT OFFENSES,Simple Assault,BALLARD SOUTH,-122.3808735,47.66794819
2020-321701,ASSAULT OFFENSES,Intimidation,UNKNOWN,-122.3206303,47.53865045
2020-321722,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3130208,47.66899467
2020-321759,ASSAULT OFFENSES,Simple Assault,RAINIER BEACH,-122.2725459,47.52014317
2020-321796,ASSAULT OFFENSES,Aggravated Assault,PIONEER SQUARE,-122.3295065,47.60137163
2020-321813,ASSAULT OFFENSES,Simple Assault,MAGNOLIA,-122.4003154,47.63955639
2020-321853,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3345243,47.70233163
2020-321879,ASSAULT OFFENSES,Intimidation,SOUTH BEACON HILL,-122.2814404,47.51525763
2020-321907,ASSAULT OFFENSES,Aggravated Assault,CENTRAL AREA/SQUIRE PARK,0,0
2020-321937,ASSAULT OFFENSES,Aggravated Assault,HIGH POINT,-122.3630487,47.54037688
2020-321942,ASSAULT OFFENSES,Intimidation,NORTHGATE,-122.3259808,47.70960176
2020-321944,ASSAULT OFFENSES,Intimidation,BELLTOWN,-122.3408978,47.61061932
2020-321977,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3119795,47.6621728
2020-321978,ASSAULT OFFENSES,Intimidation,CENTRAL AREA/SQUIRE PARK,-122.2961888,47.62347605
2020-321997,ASSAULT OFFENSES,Intimidation,UNIVERSITY,-122.3119516,47.66398823
2020-322076,ASSAULT OFFENSES,Aggravated Assault,SLU/CASCADE,-122.347572,47.61751932
2020-322090,ASSAULT OFFENSES,Simple Assault,QUEEN ANNE,-122.3761541,47.63965592
2020-322128,ASSAULT OFFENSES,Simple Assault,FIRST HILL,-122.3207492,47.60571969
2020-322146,ASSAULT OFFENSES,Simple Assault,NORTHGATE,-122.3446554,47.7017921
2020-322153,ASSAULT OFFENSES,Aggravated Assault,UNKNOWN,-122.3854581,47.56107186
2020-322162,ASSAULT OFFENSES,Aggravated Assault,BRIGHTON/DUNLAP,-122.2733924,47.54068784
2020-322167,ASSAULT OFFENSES,Simple Assault,BELLTOWN,-122.3458631,47.61299081
2020-322172,ASSAULT OFFENSES,Intimidation,BITTERLAKE,-122.3554736,47.70780643
2020-322173,ASSAULT OFFENSES,Intimidation,FIRST HILL,-122.3223987,47.60801798
2020-322287,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3208637,47.61932364
2020-322295,ASSAULT OFFENSES,Simple Assault,UNIVERSITY,-122.3163247,47.6656842
2020-322353,ASSAULT OFFENSES,Aggravated Assault,CAPITOL HILL,-122.3188125,47.61524977
2020-322380,ASSAULT OFFENSES,Simple Assault,MONTLAKE/PORTAGE BAY,-122.32167,47.64924907
2020-322406,ASSAULT OFFENSES,Simple Assault,HILLMAN CITY,-122.2862645,47.54889699
2020-322442,ASSAULT OFFENSES,Intimidation,WALLINGFORD,-122.3399095,47.66138572
